Condition,Distance_km,Frequency_GHz,Bandwidth_MHz,Modulation,TxPower_dBm,Gain_dBi,RSSI_dBm,SNR_dB,BER,Availability_percent,Etat
Cyclone,9.81,38,224,16-QAM,21.37,29.21,25.94,34.29,9.29399398951984E-08,99.83,OK
Cyclone,46.23,38,28,16-QAM,26.58,38.18,-31.7,0,0.154998852769804,99.85,KO
Cyclone,18.34,26,28,QPSK,22.44,27.97,-0.67,2.86,0.054279414571854,99.94,KO
Cyclone,5.04,23,224,QPSK,23.38,27.55,32.25,38.89,1.43218223624084E-07,99.43,OK
Cyclone,34.59,6,112,BPSK,24.14,33.79,-23.2,0,0.0205878106904871,91.11,KO
Cyclone,33.16,6,56,16-QAM,25.2,31.32,-24.31,0,0.0451993150945465,92.03,KO
Cyclone,26.04,26,224,BPSK,26.04,39,5.07,7.06,0.0643159590893648,99.69,KO
Cyclone,37.48,23,28,16-QAM,26.11,39.88,-9.33,0,0.0171131888213662,99.57,KO
Cyclone,48.34,6,112,16-QAM,25.93,30.03,-45.34,0,0.00709025553154054,99.72,KO
Cyclone,3.01,18,56,16-QAM,17.17,24.92,24.57,33.05,7.53292265235211E-08,97.51,OK
Cyclone,29.33,11,28,8PSK,26.17,38.66,1.1,7.94,0.0479512270789162,99.74,KO
Cyclone,37.35,8,56,16-QAM,24.02,35.73,-21.44,0,0.0159264716841635,99.98,KO
Cyclone,48.27,13,224,8PSK,26.17,38.32,-36.93,0,0.0320044240088335,99.45,KO
Cyclone,40.77,18,56,BPSK,24.68,31.26,-31.47,0,0.030727490781284,99.41,KO
Cyclone,14.4,32,28,QPSK,22.79,28.9,17.53,26.38,6.88173971922829E-07,99.65,OK
Cyclone,27.43,4,224,BPSK,24.79,37.59,2.75,7.52,0.0372069074581911,99.57,KO
Cyclone,42.65,38,28,8PSK,25.92,31.14,-39.86,0,0.11710754615667,99.06,KO
Cyclone,11.27,4,224,16-QAM,20.31,29.33,24.16,34.04,4.27294821041123E-07,99.56,OK
Cyclone,46.85,8,14,BPSK,24.67,32.86,-47.86,0,0.039955262085919,97.2,KO
Cyclone,12.62,6,14,8PSK,21.75,29.68,25.05,29.06,5.33386737011634E-07,99.53,OK
Cyclone,8.09,18,112,8PSK,23.42,25.04,21.31,30.35,9.07542436529643E-07,99.22,OK
Cyclone,13.59,11,56,64-QAM,20.71,27.71,16.33,19.02,0.00051468793601921,99.61,Dégradé
Cyclone,23.44,26,224,QPSK,25.12,33.2,2.68,7.86,0.187849652086759,99.71,KO
Cyclone,8.97,18,28,8PSK,23.75,25.31,19.9,24.26,7.80201104326219E-07,99.43,OK
Cyclone,35.65,13,224,16-QAM,25.75,38.8,-12.48,0,0.0730448738345934,99.37,KO
Cyclone,30.94,8,224,BPSK,25.79,37.63,0.36,6.13,0.0388844199491027,99.71,KO
Cyclone,14.46,26,56,16-QAM,21.89,27.84,9.95,11.77,0.000382791821856848,99.36,Dégradé
Cyclone,0.99,32,224,8PSK,19.08,21.38,30.96,40.36,4.9573667519348E-07,99.44,OK
Cyclone,33.65,8,56,8PSK,24.91,39.45,-7.77,0,0.186484556389718,99.18,KO
Cyclone,14.93,6,112,BPSK,20.4,25.92,10.85,19.18,0.000317729684157553,99.08,Dégradé
Cyclone,1.82,8,56,BPSK,19.57,20.47,27.16,27.22,4.61220745121251E-07,99.36,OK
Cyclone,9.26,13,56,8PSK,23.61,27.38,25.44,30.09,9.89885539047175E-07,99.98,OK
Cyclone,21.3,23,14,QPSK,25.37,33.91,7.67,17.2,0.000972856002551504,99.64,Dégradé
Cyclone,39.5,26,224,8PSK,24.47,31.58,-24.4,0,0.0358704002118348,99.68,KO
Cyclone,49.4,6,14,QPSK,25.21,31.18,-42.64,0,0.0400309308372169,99.53,KO
Cyclone,12.3,6,14,16-QAM,20.35,25.26,11.91,20.72,5.07783877316288E-07,99.17,OK
Cyclone,13.14,18,224,QPSK,22.86,28.66,16.37,24.1,9.69471140721838E-08,99.54,OK
Cyclone,22.33,4,14,QPSK,25.3,38.43,3.28,4.44,0.0847597773157272,95.91,KO
Cyclone,10.28,32,28,256-QAM,23.47,27.43,29.07,33.79,3.48417391487372E-07,99.8,OK
Cyclone,33.4,26,56,16-QAM,26.7,38.71,-6.31,0,0.0627252082419562,99.07,KO
Cyclone,4.41,13,112,QPSK,19.15,23.23,20.3,23.85,7.73072320475194E-07,99.25,OK
Cyclone,2.65,4,224,256-QAM,17.39,23.31,18.92,20.91,9.97822313417909E-07,94.94,OK
Cyclone,1.77,80,112,16-QAM,19.78,21.51,34.12,35.39,3.82432334410139E-08,99.78,OK
Cyclone,45.05,32,56,16-QAM,26.15,33.56,-37.12,0,0.0748938691942041,99.59,KO
Cyclone,43.25,23,112,8PSK,24.75,34.76,-40.27,0,0.193045298886537,99.65,KO
Cyclone,17.76,4,28,16-QAM,23.12,27.16,1.9,4.12,0.0753268640054378,97.75,KO
Cyclone,8.78,13,224,BPSK,21.48,29.78,28.74,32.76,8.13565194023671E-07,99.53,OK
Cyclone,18.67,11,28,8PSK,23.37,27.47,8.15,9.9,0.0181640701989967,99.3,KO
Cyclone,29.28,11,224,16-QAM,24.04,35.52,-5.74,0.48,0.00621492827203134,99.75,KO
Cyclone,40.29,32,224,16-QAM,25.41,38.56,-28.79,0,0.0695222747391066,96.39,KO
Cyclone,17.44,4,56,256-QAM,22.57,25.8,12.58,16.4,2.02993671573786E-05,99.79,Dégradé
Cyclone,45.93,11,14,QPSK,24.19,39.21,-39.22,0,0.0339261968985133,90.66,KO
Cyclone,19.55,38,112,8PSK,21.73,26.24,-2.26,1.31,0.0710255921398066,90.33,KO
Cyclone,23.97,23,56,8PSK,25.18,33.21,-0.91,1.63,0.065126791821354,92.63,KO
Cyclone,35.97,38,224,QPSK,24.01,31.43,-22.19,0,0.098183384953474,99.69,KO
Cyclone,24.04,23,112,16-QAM,25.37,35.21,5.6,6.68,0.142113596957188,99.74,KO
Cyclone,17.12,23,14,BPSK,21.09,29.1,14.15,18.66,0.000865093986891193,99.9,Dégradé
Cyclone,48.12,11,112,8PSK,25.25,30.76,-45.16,0,0.0852551084678978,99.59,KO
Cyclone,45.63,18,14,8PSK,26.56,39.88,-29.75,0,0.158525346877092,99.68,KO
Cyclone,43.77,8,112,8PSK,24.61,35.41,-40.07,0,0.0851063560212301,90.2,KO
Cyclone,30.35,8,224,8PSK,24.63,35.1,-11.46,0,0.137420576515169,99.49,KO
Cyclone,16.34,23,56,8PSK,23.95,27.71,14.99,22.1,6.09835793018221E-07,99.58,OK
Cyclone,21.48,11,14,8PSK,25.42,31.77,10.09,12.39,0.00111164285684319,99.18,KO
Cyclone,20.22,11,28,8PSK,26.84,38.03,18.58,21,5.07537265599887E-07,99.38,OK
Cyclone,44.52,23,28,BPSK,25.27,38.04,-32.69,0,0.141137216700847,99.9,KO
Cyclone,21.4,26,56,16-QAM,24.35,33.61,12.27,12.6,0.00110494180803938,99.46,KO
Cyclone,7.63,6,56,BPSK,22.02,26.04,26.96,28.52,1.62031979478856E-07,99.71,OK
Cyclone,18.68,8,28,16-QAM,23.66,27.35,12.16,12.29,0.00030727766468939,99.9,Dégradé
Cyclone,44.69,13,224,BPSK,26.87,30.53,-36.54,0,0.141312434029827,99.4,KO
Cyclone,29.13,6,56,8PSK,25.01,34.33,-13.03,0,0.0609581878051945,90.06,KO
Cyclone,12.25,8,224,8PSK,22.4,28.94,20.42,22.38,9.29184740426989E-07,99.19,OK
Cyclone,12.11,8,112,BPSK,20.83,26.29,9.9,15.3,0.000103408814092214,99.3,Dégradé
Cyclone,18.19,8,112,64-QAM,21,27.62,-0.45,0.15,0.082581407607673,92.2,KO
Cyclone,26.15,6,224,QPSK,24.45,33.83,0.91,8.23,0.292145728550617,99.33,KO
Cyclone,36.56,4,56,8PSK,26.94,35.37,-14.77,0,0.0988582471598693,99.58,KO
Cyclone,9.6,38,224,BPSK,20.24,26.52,21.73,25.22,1.00541282852492E-07,99.81,OK
Cyclone,38.97,26,14,8PSK,24.91,33.14,-23.67,0,0.165618400280241,99.72,KO
Cyclone,20.94,4,56,8PSK,24.19,35.72,4.22,9.29,0.0561241125563172,96.16,KO
Cyclone,47.34,4,112,16-QAM,24.65,36.35,-49.41,0,0.0799494626476911,93.03,KO
Cyclone,38.02,32,224,8PSK,24.5,37.15,-20.25,0,0.0719018304977289,99.72,KO
Cyclone,22.75,4,224,BPSK,26.83,37.93,10.66,20.52,3.62323173718786E-07,99.33,OK
Cyclone,46.94,4,56,8PSK,24.37,32.16,-42.77,0,0.183779538248749,99.14,KO
Cyclone,31.07,6,28,16-QAM,25.16,37.69,-11.94,0,0.00981029889887697,95.84,KO
Cyclone,30.21,11,28,16-QAM,25.97,39.03,-7.77,0.93,0.0386341299290824,93.53,KO
Cyclone,36.22,6,14,QPSK,26.86,33.3,-18.77,0,0.10351280629544,99.62,KO
Cyclone,13.16,4,28,8PSK,22.9,26.33,21.45,31.42,4.90973116202447E-07,99.77,OK
Cyclone,43.22,32,28,16-QAM,26.19,31.67,-40,0,0.14174526462789,99.07,KO
Cyclone,33.18,18,14,16-QAM,24.58,38.59,-15.12,0,0.0260065096465644,96.78,KO
Cyclone,11.89,11,56,QPSK,22.31,28.15,15.35,23.63,4.12815544319569E-07,99.63,OK
Cyclone,48.43,32,14,16-QAM,25.61,37.02,-35.85,0,0.0946780746164207,99.65,KO
Cyclone,45.37,13,224,8PSK,25.71,38.84,-35.56,0,0.0907121288659047,99.78,KO
Cyclone,26.11,8,224,QPSK,25.74,35.88,4.75,11.26,0.0026515829111463,99.93,KO
Cyclone,42.58,6,224,16-QAM,25.45,34.02,-28.97,0,0.0536176033978944,99.76,KO
Cyclone,7.89,23,14,64-QAM,22.33,26.2,32.54,32.72,9.66782824786138E-07,99.84,OK
Cyclone,20.65,8,14,BPSK,24.93,33.78,13.55,17.61,0.000534375864027247,99.72,Dégradé
Cyclone,38.98,13,28,BPSK,25.07,39.92,-17.49,0,0.0570301137131869,99.24,KO
Cyclone,36.99,32,14,16-QAM,26.63,30.91,-18.04,0,0.0173206535154176,99.79,KO
Cyclone,42.82,8,224,QPSK,25.83,34.98,-25.99,0,0.040600313836037,99.77,KO
Cyclone,31.28,18,112,BPSK,26.51,33.47,-13.15,0,0.15566586873627,99.56,KO
Cyclone,10.43,11,56,8PSK,21.7,27.44,15.38,16.73,0.000625399640646488,99.29,Dégradé
Cyclone,49.96,32,112,BPSK,26.08,35.65,-52.39,0,0.0616705935864393,99.88,KO
Cyclone,34.69,4,14,BPSK,26.7,32.84,-9.92,0,0.00765066706753706,99.77,KO
Cyclone,10.65,8,56,16-QAM,22.16,29.75,16.23,20.8,9.28017303492722E-07,99.46,OK
Cyclone,46.22,13,28,8PSK,25.19,30.27,-42.94,0,0.193095324648663,99.6,KO
Cyclone,2.48,13,224,32-QAM,17.13,23.48,19.94,22.86,8.42750429911287E-07,91.7,OK
Cyclone,24.23,32,56,8PSK,25.16,36.84,7.84,14.6,0.000219071815025968,99.94,Dégradé
Cyclone,18.17,38,28,16-QAM,20.31,27.04,4.36,14.31,0.000432206491933451,99.66,Dégradé
Cyclone,46.88,38,56,BPSK,24.08,34.9,-40.41,0,0.188434479246948,99.83,KO
Cyclone,4.52,11,28,16-QAM,17.18,24.7,22.4,29.45,5.95182685665502E-07,99.4,OK
Cyclone,1.47,38,112,16-QAM,17.33,23.94,26.03,28.12,8.47360182173878E-07,99.63,OK
Cyclone,24.89,8,56,BPSK,24.86,39.67,2.46,7.13,0.0920561499706158,92.98,KO
Cyclone,42.73,23,224,16-QAM,24.02,31.27,-35.25,0,0.216710679990089,99.07,KO
Cyclone,18.01,8,112,BPSK,21.52,28.94,5.81,14.71,0.00075824867285865,99.31,Dégradé
Cyclone,14.93,13,56,BPSK,20.79,29.29,17.12,18.26,0.000385964698900017,99.91,Dégradé
Cyclone,48.95,6,224,QPSK,26.59,31.16,-52.12,0,0.167672346448503,99.84,KO
Cyclone,30.53,26,28,BPSK,26.39,34.8,-12.03,0,0.0981565030787939,99.3,KO
Cyclone,22.55,8,28,16-QAM,25.23,31.96,5.19,11.26,0.00136934664455683,99.61,KO
Cyclone,43.8,18,224,16-QAM,25.16,32.02,-43.15,0,0.199911869019561,99.01,KO
Cyclone,30.06,23,112,16-QAM,24.68,39.99,-6.68,0,0.136285901061687,99.19,KO
Cyclone,40.35,11,224,16-QAM,25.41,38.75,-20.8,0,0.0611478222013374,99.46,KO
Cyclone,5.37,6,56,16-QAM,22.72,27.86,28.47,29.59,2.97284203008363E-08,99.9,OK
Cyclone,27.6,6,56,QPSK,26.41,31.89,-1.82,0,0.148078513218343,99.31,KO
Cyclone,33.9,26,56,BPSK,25.5,39.24,-14.67,0,0.00179707026363342,94.62,KO
Cyclone,43.08,32,224,8PSK,24.99,36.5,-36.87,0,0.0387317113132594,92.61,KO
Cyclone,9.86,8,112,BPSK,20.74,25.08,16.02,17.12,0.000953970914152046,99.62,Dégradé
Cyclone,39.06,8,14,8PSK,26.32,39.6,-18.01,0,0.0319234949889617,99.75,KO
Cyclone,32.06,13,14,BPSK,25.29,39.44,-3.6,0,0.16423765798184,99.53,KO
Cyclone,1.94,8,224,QPSK,17.57,20.17,24.06,24.41,2.49090297307748E-07,99.77,OK
Cyclone,17.32,26,224,16-QAM,23.44,26.15,10.38,19.26,3.52625686481218E-05,99.49,Dégradé
Cyclone,34.05,32,28,QPSK,25.42,34.78,-18.3,0,0.17167158163919,99.16,KO
Cyclone,44.46,23,112,BPSK,24.37,39.66,-39.26,0,0.00343848779706201,93.63,KO
Cyclone,36.04,8,56,BPSK,26.71,31.45,-26.61,0,0.215116969972805,99.72,KO
Cyclone,31.73,8,112,16-QAM,26.2,39.21,1.76,2.62,0.0764142537864687,99.99,KO
Cyclone,26.2,6,14,QPSK,26.33,30.99,-6.15,1.51,0.0807957474542799,94.27,KO
Cyclone,10.12,26,28,8PSK,22.7,26.74,16.27,24.76,9.47192893976824E-07,99.3,OK
Cyclone,34.97,11,224,8PSK,24.09,31.66,-19.06,0,0.0470346896331262,99.16,KO
Cyclone,29.95,8,14,16-QAM,26.61,33.39,-14.83,0,0.0348748863548907,95.36,KO
Cyclone,8.69,11,28,32-QAM,22.98,28.27,25.84,33.01,9.62493946347221E-07,99.8,OK
Cyclone,32.2,6,56,BPSK,25.7,34.02,-14.84,0,0.047157962581884,99.62,KO
Cyclone,17.3,13,112,16-QAM,22.41,28.07,12.74,18.71,0.000350995586405673,99.72,Dégradé
Cyclone,37.21,38,56,QPSK,25.06,39.75,-15.37,0,0.226269761956122,99.1,KO
Cyclone,4.56,80,224,32-QAM,19.76,22.54,22.4,25.34,4.90226442801706E-07,93.11,OK
Cyclone,12.14,4,56,QPSK,21.84,25.71,18.54,20.84,8.41980922257809E-07,99.93,OK
Cyclone,34.67,4,28,QPSK,26.3,39.81,-14.81,0,0.0406345697143809,99.47,KO
Cyclone,34.86,38,112,16-QAM,26.87,31.22,-13.37,0,0.00572742154235841,99.83,KO
Cyclone,10.63,23,112,8PSK,22.03,27,15.92,25.47,9.84178954818364E-07,99.06,OK
Cyclone,17.75,11,224,16-QAM,23.02,26.95,2.46,11.53,0.00020538291625019,99.76,Dégradé
Cyclone,35.32,32,14,BPSK,26.78,34.81,-20.61,0,0.044316545397668,99.56,KO
Cyclone,17.59,4,28,QPSK,20.47,27.32,9.26,17.53,0.000682325169365305,99.04,Dégradé
Cyclone,9.25,6,56,QPSK,22.46,26.86,25.48,26.55,1.14843955935459E-07,99.56,OK
Cyclone,21.78,18,56,BPSK,25.95,38.13,7.88,9.51,0.0209304726892007,99.38,KO
Cyclone,39.94,11,14,8PSK,25.04,36.69,-31.03,0,0.0925781159513764,95.42,KO
Cyclone,43.53,38,28,BPSK,25.94,33.16,-32.33,0,0.0579649914219614,99.88,KO
Cyclone,37.03,18,28,8PSK,25.05,34.46,-26.73,0,0.064837526466506,99.4,KO
Cyclone,38.59,32,112,16-QAM,26.79,38.45,-15.89,0,0.193094957373583,99.94,KO
Cyclone,42.75,8,224,QPSK,25.02,39.52,-26.75,0,0.0917086601570293,99.71,KO
Cyclone,28.55,26,112,QPSK,24.97,35.13,-4.61,0.04,0.03596160876968,99.92,KO
Cyclone,44.85,13,14,8PSK,24.86,32.12,-45.66,0,0.207987783864462,99.32,KO
Cyclone,23.1,32,112,8PSK,24.17,33.71,7.05,15.51,0.000593912366137858,99.93,Dégradé
Cyclone,29.57,8,112,BPSK,26.31,30.53,-6.45,0,0.109627307927239,99.79,KO
Cyclone,21.95,8,56,16-QAM,26.89,38.12,16.6,23.1,2.87477124546962E-06,99.5,Dégradé
Cyclone,43.66,13,14,BPSK,26.7,32.09,-39.55,0,0.0990762769183679,99.83,KO
Cyclone,20.7,8,14,BPSK,24.16,31.14,0.8,8.2,0.0872791668908722,91.32,KO
Cyclone,7.31,23,28,64-QAM,22.19,29.86,21.59,24.14,7.18802501357139E-07,95.15,OK
Cyclone,14.17,11,224,256-QAM,20.06,28.75,17.2,20.32,7.83527981095339E-07,99.6,OK
Cyclone,38.23,11,224,BPSK,24.3,36.6,-28.21,0,0.0699450279398887,94.48,KO
Cyclone,31.19,18,112,8PSK,26.64,30.14,-18.1,0,0.149230533454529,99.19,KO
Cyclone,9.35,11,28,16-QAM,23.93,26.72,31.71,39.42,4.02305370715991E-07,99.72,OK
Cyclone,34.01,6,224,QPSK,25.62,35.61,-6.99,0,0.0974784865553776,99.81,KO
Cyclone,22.51,6,14,8PSK,26.5,33.41,0.71,5.84,0.227033012058504,99.33,KO
Cyclone,23.24,8,224,BPSK,24.77,36.18,9.02,12.27,0.00170545410550415,99.85,KO
Cyclone,8.15,13,28,32-QAM,23.92,26.16,22.14,24.42,5.97604690347735E-07,97.44,OK
Cyclone,31.22,38,224,8PSK,25.42,39.7,-2.15,4.11,0.0761617261471659,99.74,KO
Cyclone,37.18,23,56,16-QAM,26.88,34.2,-22.94,0,0.0113766646543934,99.25,KO
Cyclone,31.72,13,112,BPSK,26.77,31.72,-18.56,0,0.124469564434265,99.34,KO
Cyclone,28.63,26,224,QPSK,26.62,36.81,-0.65,0.68,0.173068147332569,99.82,KO
Cyclone,2.25,13,14,QPSK,18.87,23.09,26.06,35.48,1.90552294395391E-07,99.64,OK
Cyclone,26.34,18,14,QPSK,25.17,39.97,8.24,9.15,0.189263189488484,99.88,KO
Cyclone,1.06,70,14,8PSK,19.59,23.59,27.71,35.05,3.06243595925894E-07,99.94,OK
Cyclone,16.72,4,224,BPSK,20.05,26.59,0.3,5.51,0.0845757013902386,99.8,KO
Cyclone,2.51,26,28,BPSK,17.62,23.2,28.22,34.52,4.30462678507565E-07,99.6,OK
Cyclone,28.13,38,56,8PSK,26.05,35.59,4.78,11.9,0.000654324971245346,99.52,Dégradé
Cyclone,24.19,13,224,8PSK,24.26,31.89,-3.6,2.99,0.164163272956051,99.62,KO
Cyclone,15.25,38,28,QPSK,22.34,27.65,7.76,16.74,0.000678197243541028,99.42,Dégradé
Cyclone,48.51,32,56,QPSK,25.38,31.11,-41.34,0,0.0872448263605882,99.72,KO
Cyclone,35.58,4,56,BPSK,26.17,30.69,-23.92,0,0.108803144027577,99.17,KO
Cyclone,10.36,23,224,32-QAM,22.06,25.82,24.11,30.63,9.18640299746271E-07,99.57,OK
Cyclone,18.19,13,112,8PSK,22.67,26.14,7.78,14.83,0.000903032932705684,99.6,Dégradé
Cyclone,18.84,23,28,64-QAM,22.66,26.73,8.77,15.99,0.000497970708714235,99.9,Dégradé
Cyclone,27.4,26,14,8PSK,24.25,37.86,-6.62,0.48,0.0987819406416841,96.21,KO
Cyclone,20.72,32,224,8PSK,24.49,34.36,12.85,14.19,0.00167684559328552,99.72,KO
Cyclone,14.89,4,56,BPSK,20.79,28.6,13.5,16.16,0.000706747650173622,99.94,Dégradé
Cyclone,19.92,38,112,BPSK,21.12,28.9,-0.2,8.07,0.0467074669845783,99.34,KO
Cyclone,3.67,38,56,QPSK,19.49,23.04,30.28,36.63,8.01367793369265E-07,100,OK
Cyclone,47.9,6,14,16-QAM,24.09,31.32,-48.67,0,0.173739609503891,99.59,KO
Cyclone,15.45,11,14,16-QAM,23.79,28.26,17.63,27.42,6.67748978307424E-07,99.74,OK
Cyclone,39.68,38,112,QPSK,25.58,38.19,-20.32,0,0.0841320238173785,99.81,KO
Cyclone,15.82,38,112,QPSK,21.25,27.71,14.25,14.73,0.00043506345745274,99.9,Dégradé
Cyclone,11.67,4,28,16-QAM,22.56,25.82,11.59,16.82,0.000912967911260913,99.78,Dégradé
Cyclone,10.28,26,224,QPSK,23.2,26.08,13.19,15.34,0.000396715080078067,99.42,Dégradé
Cyclone,47.41,6,112,QPSK,24.12,32.7,-42.54,0,0.0958145970689687,99.46,KO
Cyclone,9.01,38,224,64-QAM,23.16,29.42,33.41,37.55,5.90831135772965E-07,99.71,OK
Cyclone,30.84,23,28,BPSK,24.57,34.64,-6.45,0,0.0898005912116984,99.19,KO
Cyclone,49.55,38,14,8PSK,25.86,37.99,-39.25,0,0.258622362860043,99.65,KO
Cyclone,11.13,38,28,8PSK,20.5,28.67,16.92,18.64,0.000315042448965397,99.6,Dégradé
Cyclone,14.72,8,14,256-QAM,22.81,29.76,10.21,17.7,0.000220309661103015,95.82,Dégradé
Cyclone,25.81,18,56,8PSK,26.15,37.62,-1.41,7.21,0.0405708797198105,91.6,KO
Cyclone,16.94,11,28,QPSK,23.98,29.07,14.25,14.7,5.3958987904554E-05,99.52,Dégradé
Cyclone,37.9,13,56,QPSK,24.2,38.6,-26.43,0,0.0396264132255786,95.28,KO
Cyclone,30.32,26,112,QPSK,25.45,32.62,-7.31,0,0.277027049506381,99.8,KO
Cyclone,36.73,11,14,BPSK,26.11,31.67,-21.31,0,0.0734628583811735,99.92,KO
Cyclone,9.59,32,112,QPSK,23.19,27.58,30.42,37.45,7.01826095131981E-07,99.71,OK
Cyclone,40.16,18,224,BPSK,26.56,36.24,-25.96,0,0.0847548298502032,99.66,KO
Cyclone,38.18,26,112,QPSK,24.98,36.04,-25.6,0,0.0453378027381648,99.83,KO
Cyclone,16.77,23,56,QPSK,20.58,26.34,6.69,10.12,0.000382486728161655,99.69,Dégradé
Cyclone,1.45,70,112,BPSK,18.09,20.74,28.04,28.93,7.0385193628638E-07,99.52,OK
Cyclone,48.79,4,112,BPSK,24.24,34.05,-53.52,0,0.0811687274182807,92.33,KO
Cyclone,10.99,23,112,QPSK,20,28.55,21.97,22.72,4.19808944812656E-07,99.99,OK
Cyclone,6.5,11,14,BPSK,21.76,29.55,24.24,26.19,8.68453783557774E-07,99.78,OK
Cyclone,15.2,26,28,16-QAM,20.55,29.94,6.36,13.96,0.000135288530654417,93.05,Dégradé
Cyclone,0.85,11,28,BPSK,19.71,23.08,36.72,42.85,1.54529952186695E-07,99.99,OK
Cyclone,5.48,18,56,16-QAM,20.18,28.59,37.21,38.43,3.57893433288716E-07,99.9,OK
Cyclone,13.76,18,112,16-QAM,23.81,28.25,21.56,26.45,7.71169682032473E-07,99.81,OK
Cyclone,39.44,13,224,8PSK,24.14,37.82,-28.04,0,0.0170186272826937,99.33,KO
Cyclone,12.95,8,224,64-QAM,20.21,29.06,9.05,13.22,0.000129199138840223,95.18,Dégradé
Cyclone,10.79,32,224,16-QAM,23.66,26.53,18.03,26.93,6.47403165346032E-07,99.74,OK
Cyclone,25.29,13,56,8PSK,25.66,36.96,3.3,8.39,0.189812895588735,99.83,KO
Cyclone,15.98,8,112,32-QAM,21.11,27.12,8.46,18.4,0.000965487386983789,99.57,Dégradé
Cyclone,39.62,4,28,QPSK,24.32,32.25,-33.55,0,0.0884514876798173,95.58,KO
Cyclone,20.18,11,56,16-QAM,25.93,37.36,9.03,10.47,0.00165861895813938,99.49,KO
Cyclone,17.89,32,28,256-QAM,21.92,29.76,15.86,22.97,1.02687361328539E-07,99.78,OK
Cyclone,29.77,8,56,BPSK,25.58,39.65,-7.55,0,0.0667122570985532,94.89,KO
Cyclone,13.03,8,112,64-QAM,23.16,29.81,26.41,26.79,3.78174403311585E-07,99.92,OK
Cyclone,24.91,18,56,8PSK,26.09,39.92,3.55,9.93,0.0185883839828667,99.68,KO
Cyclone,42.38,11,14,16-QAM,25.07,37.77,-26.79,0,0.137160265902822,99.5,KO
Cyclone,25,4,224,16-QAM,25.99,38.75,7.11,9.43,0.0296133340114972,99.74,KO
Cyclone,15.36,4,14,8PSK,23.71,28.93,16.7,17.88,0.00092860012027026,99.74,Dégradé
Cyclone,25.3,11,112,8PSK,26.75,31.83,-4.92,0,0.189133501951014,99.83,KO
Cyclone,10.7,38,56,256-QAM,22.45,25.03,19.05,19.71,0.00057274466124866,99.8,Dégradé
Cyclone,24.96,6,14,16-QAM,24.66,33.83,7.81,11.27,0.000216334942081087,99.66,Dégradé
Cyclone,7.69,6,224,32-QAM,23.73,26.38,33.74,39.78,7.71727425190575E-07,99.91,OK
Cyclone,3.91,23,112,QPSK,18.06,23.25,21.8,27.04,6.14587446377153E-07,99.17,OK
Cyclone,44.74,38,112,8PSK,24.15,37.91,-31.51,0,0.144463178432126,99.53,KO
Cyclone,36.25,26,28,8PSK,26.28,37.34,-15.59,0,0.0660912026102542,99.89,KO
Cyclone,19.92,38,224,256-QAM,21.19,28.64,5.2,7.11,0.0653782479457936,99.53,KO
Cyclone,10.57,13,224,32-QAM,21.75,29.98,26.24,27.68,9.17062940486349E-07,99.73,OK
Cyclone,3.96,6,14,BPSK,18.79,23.77,34.32,34.92,8.69925165865446E-08,99.95,OK
Cyclone,31.08,11,112,QPSK,26.81,34.55,-13.28,0,0.0822533915340503,99.67,KO
Cyclone,4.11,26,112,BPSK,19.56,24.15,23.32,32.43,1.25292966890304E-07,99.88,OK
Cyclone,43.79,13,14,8PSK,26.31,33.89,-29.3,0,0.0140128906815302,99.66,KO
Cyclone,25.67,13,56,BPSK,24.75,35.21,4.71,5.19,0.0208909418547886,99.3,KO
Cyclone,37.58,11,28,QPSK,26.67,36.77,-15.89,0,0.270269220729637,99.51,KO
Cyclone,39.4,38,224,QPSK,24.02,33.76,-26.69,0,0.122336644518171,99.64,KO
Cyclone,39.93,23,28,QPSK,26.95,34.87,-22.04,0,0.0465267681459738,99.87,KO
Cyclone,18.36,18,112,8PSK,22.61,28.45,12.59,21.43,6.4578292731821E-08,99.75,OK
Cyclone,22.63,18,56,8PSK,26.14,33.43,13.6,22.78,9.88330083193608E-07,99.61,OK
Cyclone,21.95,38,112,8PSK,25.22,31.25,1.4,7.31,0.0397935804221928,90.18,KO
Cyclone,17.5,13,112,16-QAM,23.4,25.21,4.07,4.55,0.0258139936143234,99.05,KO
Cyclone,29.51,23,112,QPSK,24.96,36.46,1.33,1.49,0.0949542484107283,99.91,KO
Cyclone,48.89,8,112,8PSK,25.76,30.33,-56.18,0,0.116227027446744,99.06,KO
Cyclone,25.43,18,56,QPSK,26.84,32.85,1.19,6.98,0.0799377406721112,99.78,KO
Cyclone,27.92,6,224,8PSK,24.59,36.77,-4.68,2.39,0.180492172259774,99.47,KO
Cyclone,39.16,11,224,16-QAM,26.7,35.59,-26.95,0,0.147412343466447,99.13,KO
Cyclone,33.87,38,28,16-QAM,26.6,33.44,-9.47,0,0.0803894288887415,99.97,KO
Cyclone,43.08,26,28,BPSK,24.1,36.06,-31.62,0,0.0207147301765849,99.77,KO
Cyclone,24.13,38,112,16-QAM,26.6,31.31,6.35,11.3,0.000539992196617957,99.64,Dégradé
Cyclone,36.12,8,112,8PSK,24.51,38.68,-14.61,0,0.0217385825332426,99.51,KO
Cyclone,29.41,6,224,8PSK,26.02,30.31,-16.52,0,0.0777297374960917,99.59,KO
Cyclone,47.06,32,14,8PSK,25.67,35.84,-39.16,0,0.147919470803592,99.87,KO
